,level_0,omoid,omonumber,bbl_x,buildingid,boro id,housenumber_x,streetname_x,boro_x,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta,full_address,Unnamed: 0,bbl_y,bldg#,m,direction,housenumber_y,streetname_y,street_type,zip,index,development,transfer_date,boro_y,units,old_merge,_merge
263,463757,5413689,EO22674,2049050001,807146,2,1173,229 DRIVE NORTH,BRONX,,Standing Building,GC,Owner Refused Access,690,2/10/24,0,2/16/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at fire door to stairs at public hall, 1st story install hinge and passage l",Eastchester-Edenwald-Baychester,1173 229 DRIVE NORTH,481,2049050001,7,M,,1173,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
264,463842,5504505,EP14835,3013800034,376498,3,1598,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,"3,000",12/19/24,0,1/2/25,,,FALSE,,,"at public hallway 1st story ... location: public hall, ceiling & walls repair leak and restore broken plaster. trace, locate and properly repai",Crown Heights (North),1598 STERLING PLACE,1151,3013800034,6,M,,1598,STERLING,PLACE,11213,1190,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
265,463953,5482450,EP07959,1021320114,43315,1,511,WEST 177 STREET,MANHATTAN,3E,Standing Building,GC,No Access,50,9/26/24,0,12/23/24,,,TRUE,,,"apt #3e as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. apt #3e as per",Washington Heights (South),511 WEST 177 STREET,1225,1021320114,3,M,WEST,511,177,STREET,10033,1270,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),11/30/20,MANHATTAN,216,both,both
266,464055,5427952,EO26952,3043770001,809354,3,881,SCHENCK AVENUE,BROOKLYN,,Standing Building,ELEV,,0,3/27/24,0,,,,FALSE,,,"pursuant to a department of buildings reoccurring immediately hazardous elevator violation, the elevator at this location remains out of service. per",East New York-New Lots,881 SCHENCK AVENUE,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
267,464062,5504126,EP14739,3045940064,365021,3,955,RUTLAND ROAD,BROOKLYN,,Standing Building,GC,Owner Refused Access,495,12/18/24,0,12/24/24,,,TRUE,,,"replacing lock at bldg ent door & making vestibule door self close. ***nyc hpd emergency operations division  ''essential service work''*** 1.	bld",East Flatbush-Remsen Village,955 RUTLAND ROAD,1035,3045940064,1,M,,955,RUTLAND,ROAD,11212,1074,RUTLAND TOWERS,11/28/23,BROOKLYN,61,both,both
268,464327,5462264,EP01604,2049050001,807138,2,1130,226 DRIVE,BRONX,,Standing Building,GC,Owner Refused Access,"6,300",7/17/24,0,7/29/24,,,TRUE,,,"at public parts. location: 3rd. story public hall and roof. repair leak and restore broken plaster. trace, locate and properly repair the sou",Eastchester-Edenwald-Baychester,1130 226 DRIVE,465,2049050001,37,M,,1130,226,DRIVE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
269,464578,5496606,EP12714,3035090059,383517,3,2058,UNION STREET,BROOKLYN,3F,Standing Building,GC,Tenant Refused Access,487,11/18/24,0,11/22/24,,,TRUE,,,apt 3f needs self closing hinges install self closing hinges to make door self-closing at (entrance to apt 3f). total doors= (1) all work must b,Brownsville,2058 UNION STREET,1161,3035090059,3,M,,2058,UNION,STREET,11212,1199,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
270,464901,5453119,EO35187,1021160033,5727,1,1970,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,Owner Refused Access,540,6/12/24,0,6/14/24,,,TRUE,,,defective hinges at 1st sty public hall at 1st sty public hall south..make all necessary repairs to door..replace defective hinges with new self clos,Washington Heights (South),1970 AMSTERDAM AVENUE,945,1021160033,1,M,,1970,AMSTERDAM,AVENUE,10032,984,MARSHALL PLAZA,1/10/23,MANHATTAN,180,both,both
271,465003,5408712,EO21160,3013800034,376498,3,1598,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,900,1/26/24,0,2/8/24,,,FALSE,,,make all necessary repairs to make door self closing and latch as per nyc guidelines. also install door closer to make door self-closing at (bldg entr,Crown Heights (North),1598 STERLING PLACE,1151,3013800034,6,M,,1598,STERLING,PLACE,11213,1190,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
272,465123,5461688,EP01432,3040290001,808609,3,418,JEROME STREET,BROOKLYN,,Standing Building,GC,OMO Completed,"1,240",7/15/24,0,7/31/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building entrance door , 1st story repairs to make door self closed and latch",East New York (North),418 JEROME STREET,110,3040290001,2,M,,418,JEROME,STREET,11207,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,both
273,465157,5463511,EP02069,1021110041,43031,1,463,WEST 164 STREET,MANHATTAN,,Standing Building,GC,OMO Completed,587,7/23/24,0,7/31/24,,,FALSE,,,defective hinge at 1st sty public hall at 1st sty public hall..replace defective hinges with new self closing hinges..replace defective latch set wit,Washington Heights (South),463 WEST 164 STREET,1232,1021110041,5,M,WEST,463,164,STREET,10032,1277,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),11/30/20,MANHATTAN,88,both,both
274,465471,5464454,EP02405,3043970001,808027,3,295,COZINE AVENUE,BROOKLYN,7C,Standing Building,GC,OMO Completed,"2,000",7/26/24,0,8/1/24,,,FALSE,,,all mold remediation work to be done following safe work practice per new york state department of labor law artice 32 & nyc-dep local law 61 of 2018,East New York-New Lots,295 COZINE AVENUE,889,3043970001,18,M,,295,COZINE,AVENUE,11207,926,LINDEN,12/28/21,BROOKLYN,1586,both,both
275,465955,5462268,EP01606,2049050001,807145,2,1159,229 DRIVE NORTH,BRONX,1F,Standing Building,GC,OMO Completed,"2,849",7/17/24,0,8/3/24,,,FALSE,,,"at apt: 1f. location: room(n3). repair leak and restore broken plaster. trace, locate and properly repair the sources of concealed water leak(s",Eastchester-Edenwald-Baychester,1159 229 DRIVE NORTH,482,2049050001,8,M,,1159,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
276,466124,5399657,EO17670,2022690100,806340,2,400,BROOK AVENUE,BRONX,,Standing Building,GC,Condition Different than Stated,"1,350",12/27/23,0,1/8/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at hopper door located at : at public hall, 5th story demo and completely rem",Mott Haven-Port Morris,400 BROOK AVENUE,155,2022690100,1,M,,400,BROOK,AVENUE,10454,163,BETANCES I,11/16/18,BRONX,309,both,both
277,466176,5462387,EP01685,2049050001,807143,2,1137,229 DRIVE NORTH,BRONX,3D,Standing Building,DELEAD,OMO Completed,"7,033.60",7/17/24,0,8/5/24,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,Eastchester-Edenwald-Baychester,1137 229 DRIVE NORTH,412,2049050001,11,M,,1137,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
278,466327,5533205,EP29818,3035340001,314228,3,725,HOWARD AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,"1,490",6/20/25,0,6/25/25,,,FALSE,,,fire escape repair at 2nd story fire escape balcony: building front nyc hpd emergency operations division  essential service work  make all,Brownsville,725 HOWARD AVENUE,1166,3035340001,1,M,,725,HOWARD,AVENUE,11212,1205,TAPSCOTT STREET REHAB,11/28/23,BROOKLYN,155,both,both
279,466374,5533245,EP29826,3013790043,362402,3,234,ROCHESTER AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,679,6/20/25,0,6/25/25,,,FALSE,,,"public hall door **nyc hpd emergency operations division  essential service work  at north yard door, public hall: make all necessa",Crown Heights (North),234 ROCHESTER AVENUE,1009,3013790043,9,M,,234,ROCHESTER,AVENUE,11213,1048,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
280,466730,5486927,EP09685,2049050001,807142,2,1125,229 DRIVE NORTH,BRONX,3D,Standing Building,GC,Bldg. Vacant,"6,500",10/15/24,0,11/12/24,,,TRUE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 20,Eastchester-Edenwald-Baychester,1125 229 DRIVE NORTH,414,2049050001,12,M,,1125,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
281,466998,5486181,EP09372,1021320082,43299,1,510,WEST 176 STREET,MANHATTAN,,Standing Building,GC,No Access,"1,100",10/10/24,0,10/17/24,,,TRUE,,,defective latch set at vestibule door at vestibule door..replace defective latch set with new latch set similar to existing adequate to secure proper,Washington Heights (South),510 WEST 176 STREET,1240,1021320082,3,M,WEST,510,176,STREET,10033,1285,WASHINGTON HEIGHTS REHAV PHASE IV (D),11/30/20,MANHATTAN,32,both,both
282,467426,5495754,EP12488,3035080054,360199,3,698,RALPH AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,"2,700",11/14/24,0,11/25/24,,,TRUE,,,at building entrance door 1st story public hall nyc hpd emergency operations division   essential service work  at building entrance door 1s,Brownsville,698 RALPH AVENUE,1028,3035080054,5,M,,698,RALPH,AVENUE,11212,1067,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
283,467521,5468172,EP03638,2029310086,79288,2,1325,FRANKLIN AVENUE,BRONX,,Standing Building,GC,No Access,900,8/8/24,0,8/10/24,,,TRUE,,,nyc hpd emergency operations division  essential service work  at building entrance door. repair door to adhere to local law 111 of 2018 at bu,Morrisania,1325 FRANKLIN AVENUE,391,2029310086,3,M,,1325,FRANKLIN,AVENUE,10456,399,CLAREMONT PARKWAY-FRANKLIN AVENUE,11/28/23,BRONX,188,both,both
284,467712,5557236,EQ12452,3035320030,380678,3,104,TAPSCOTT STREET,BROOKLYN,,Standing Building,GC,,"1,390",11/13/25,0,11/17/25,,,FALSE,,,nyc hpd emergency operations division  essential service work  at bulkhead door leading to roof. repair door to adhere to local law 111 of 2018.,Brownsville,104 TAPSCOTT STREET,1,3035320030,1,M,,104,TAPSCOTT,STREET,11212,4,104-114 TAPSCOTT STREET,11/28/23,BROOKLYN,30,both,both
285,468118,5488461,EP10219,2049050001,807146,2,1173,229 DRIVE NORTH,BRONX,,Standing Building,GC,No Access,295,10/19/24,0,10/22/24,,,TRUE,,,install hinges to make door self-closing at the fire door to stairs at 1st story total doors= (1) contractor must contact hpd @ 212 863-5496; 597,Eastchester-Edenwald-Baychester,1173 229 DRIVE NORTH,481,2049050001,7,M,,1173,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
286,468132,5488462,EP10220,2049050001,807146,2,1173,229 DRIVE NORTH,BRONX,,Standing Building,GC,Landlord Complied,630,10/19/24,0,10/25/24,,,TRUE,,,nyc hpd emergency operations division   essential service work  replace the hinges and replace the lock at fire door to stairs a at 2nd story,Eastchester-Edenwald-Baychester,1173 229 DRIVE NORTH,481,2049050001,7,M,,1173,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
287,468165,5466348,EP03156,3043550001,809351,3,807,SCHENCK AVENUE,BROOKLYN,5D,Standing Building,GC,Owner Refused Access,"1,800",8/1/24,0,8/13/24,,,TRUE,,,nyc hpd emergency operations division   essential service work  repairs and replacement are to adhere to local law 111 of 2018 at apartment 5d,East New York-New Lots,807 SCHENCK AVENUE,279,3043550001,4,M,,807,SCHENCK,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
288,468329,5442430,EO31580,2049050001,807152,2,1170,229 DRIVE SOUTH,BRONX,12G,Standing Building,DELEAD,Owner Refused Access,"14,118",5/8/24,0,5/13/24,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,Eastchester-Edenwald-Baychester,1170 229 DRIVE SOUTH,430,2049050001,20,M,,1170,229 DRIVE,SOUTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
289,468536,5442453,EO31587,1020370001,4186,1,2850,FREDERICK DOUGLASS BOULEVARD,MANHATTAN,7D,Standing Building,EXTERM,Work Done by Others,0,5/8/24,0,,,,FALSE,,,"** doh ll 55 pest referral ** order # 2023-08-038, li # 523136, violation # 16952350, compliant#",Harlem (North),2850 FREDERICK DOUGLASS BOULEVARD,601,1020370001,8,M,,2850,FREDERICK DOUGLASS,BOULEVARD,10039,640,HARLEM RIVER II ,2/17/22,MANHATTAN,116,both,both
290,468573,5464948,EP02593,3035100001,809717,3,2069,UNION STREET,BROOKLYN,,Standing Building,GC,No Access,"4,270",7/29/24,0,8/15/24,,,TRUE,,,at building entrance door and vestibule door to comply with nyc self closing nyc hpd emerency operations division public parts building en,Brownsville,2069 UNION STREET,1156,3035100001,1,M,,2069,UNION,STREET,11212,1195,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
291,468592,5466608,EP03224,2049050001,806272,2,3861,BAYCHESTER AVENUE,BRONX,3B,Standing Building,DELEAD,Refused Access,"3,077",8/2/24,0,9/13/24,,,TRUE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,Eastchester-Edenwald-Baychester,3861 BAYCHESTER AVENUE,448,2049050001,3,M,,3861,BAYCHESTER,AVENUE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
292,468657,5469099,EP03895,1017710010,20371,1,115,EAST 122 STREET,MANHATTAN,5C,Standing Building,GC,OMO Completed,333.87,8/12/24,0,8/15/24,,,FALSE,,,replace hinges at apt 5c at entrance door to apt 5c..replace defective hinges with new self closing hinges..install new latch set similar to existing,East Harlem (North),115 EAST 122 STREET,996,1017710010,2,M,EAST,115,122,STREET,10035,1035,"PARK AVENUE-EAST 112ND, 123RD STREETS",11/30/20,MANHATTAN,90,both,both
293,468867,5489931,EP10720,2049050001,806272,2,3861,BAYCHESTER AVENUE,BRONX,,Standing Building,GC,Owner Refused Access,"2,040",10/24/24,0,11/19/24,,,TRUE,,,"supply and install a new fire rated door at bulkhead at bulkhead door leading to roof, 3rd story: supply and install a new fire rated door (ap",Eastchester-Edenwald-Baychester,3861 BAYCHESTER AVENUE,448,2049050001,3,M,,3861,BAYCHESTER,AVENUE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
294,469050,5428364,EO27055,3013800031,376494,3,1588,STERLING PLACE,BROOKLYN,,Standing Building,GC,Landlord Complied,"3,500",3/27/24,0,4/10/24,,,TRUE,,,"work location: 1st floor public hall trace, locate and properly repair the sources of concealed water leak(s) at ceiling. ensure that the leak(s)",Crown Heights (North),1588 STERLING PLACE,1150,3013800031,5,M,,1588,STERLING,PLACE,11213,1189,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
295,469188,5469242,EP03945,3040290001,808609,3,418,JEROME STREET,BROOKLYN,,Standing Building,GC,Owner Refused Access,"2,000",8/13/24,0,8/19/24,,,TRUE,,,at bldg ent door & intercom system. ***nyc hpd emergency operations division  ''essential service work''*** at bldg ent door & intercom. make,East New York (North),418 JEROME STREET,110,3040290001,2,M,,418,JEROME,STREET,11207,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,both
296,469191,5469243,EP03946,3040290001,807674,3,455,BARBEY STREET,BROOKLYN,,Standing Building,GC,OMO Completed,"2,500",8/13/24,0,8/19/24,,,FALSE,,,repairing bldg ent door & intercom system. ***nyc hpd emergency operations division  ''essential service work''*** at bldg ent door & intercom.,East New York (North),455 BARBEY STREET,107,3040290001,1,M,,455,BARBEY,STREET,11207,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,both
297,469918,5462307,EP01631,2049050001,807143,2,1137,229 DRIVE NORTH,BRONX,3D,Standing Building,GC,Landlord Complied,"2,895",7/17/24,0,8/30/24,,,TRUE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 2,Eastchester-Edenwald-Baychester,1137 229 DRIVE NORTH,412,2049050001,11,M,,1137,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
298,470484,5492392,EP11431,3013800034,376498,3,1598,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,640,11/1/24,0,11/12/24,,,FALSE,,,"replaciing the defective door arm closer. ***nyc hpd emergency operations division  ''essential service work''*** at vestibule door, 1st story.",Crown Heights (North),1598 STERLING PLACE,1151,3013800034,6,M,,1598,STERLING,PLACE,11213,1190,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
299,470652,5279624,EN05065,2022810010,806458,2,411,EAST 136 STREET,BRONX,1C,Standing Building,GC,OMO Completed,490,8/26/22,0,4/11/24,,,FALSE,,,apartment #1c- provide and install new window guards as required throughout entire apartment. apartment #1c- as per requirement contract with hpd,Mott Haven-Port Morris,411 EAST 136 STREET,187,2022810010,6,M,EAST,411,136,STREET,10454,186,"BETANCES II, 18",11/16/18,BRONX,78,both,both
300,471326,5346310,EO00472,2022720038,63472,2,521,EAST 145 STREET,BRONX,6B,Standing Building,GC,OMO Completed,340,7/6/23,0,5/8/24,,,FALSE,,,"apt#6b as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. apt#6b as per require",Mott Haven-Port Morris,521 EAST 145 STREET,219,2022720038,3,M,EAST,521,145,STREET,10454,215,BETANCES IV,11/16/18,BRONX,282,both,both
301,471484,5495448,EP12407,3043770001,807570,3,908,ASHFORD STREET,BROOKLYN,,Standing Building,GC,OMO Completed,"1,588",11/14/24,0,11/27/24,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at hopper chute, at west wall public hall 1st, story. replace hopper chute to adhe",East New York-New Lots,908 ASHFORD STREET,274,3043770001,18,M,,908,ASHFORD,STREET,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
302,472145,5554868,EQ11245,1019840001,957716,1,530,WEST 133 STREET,MANHATTAN,,Standing Building,GC,,760,10/30/25,0,11/12/25,,,FALSE,,,nyc hpd emergency operations division  essential service work at public area : at fire door at staircase a at 10th story public hall,Manhattanville-West Harlem,530 WEST 133 STREET,916,1019840001,6,,WEST,530,133,STREET,10027,946,MANHATTANVILLE,12/12/24,MANHATTAN,1272,both,both
303,472332,5541598,EQ03976,3046710007,363151,3,1142,LENOX ROAD,BROOKLYN,,Standing Building,GC,,700,8/13/25,0,8/19/25,,,FALSE,,,replace hinges at bulkhead door at bulkhead door.. make all necessary repairs to make the door self closing and latch as per nyc guidelines. repla,East Flatbush-Remsen Village,1142 LENOX ROAD,875,3046710007,1,M,,1142,LENOX,ROAD,11212,914,LENOX ROAD-ROCKAWAY PARKWAY,11/28/23,BROOKLYN,74,both,both
304,472901,5542043,EQ04257,3043770001,809554,3,726,STANLEY AVENUE,BROOKLYN,,Standing Building,GC,,"1,680",8/16/25,0,8/20/25,,,FALSE,,,"defective door at building entrance at public hall, 1st story. defective hopper door at the 5th story public hall. nyc hpd emergency operations di",East New York-New Lots,726 STANLEY AVENUE,263,3043770001,13,,,726,STANLEY,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
305,473258,5541001,EQ03632,3014390001,314099,3,2065,DEAN STREET,BROOKLYN,,Standing Building,GC,,"1,047",8/8/25,0,8/27/25,,,FALSE,,,at building entrance door... supply and properly install new self closing hinges and make all necessary adjustments/ alignment to building entrance,Ocean Hill,2065 DEAN STREET,993,3014390001,5,M,,2065,DEAN,STREET,11233,1032,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
306,473445,5540336,EQ03171,3033410001,809121,3,125,PALMETTO STREET,BROOKLYN,,Standing Building,GC,,0,8/5/25,0,,,,FALSE,,,"defective lock set assembly at west yard door at public hall, 1st story. nyc hpd emergency operations division  essential service work  inst",Bushwick (East),125 PALMETTO STREET,322,3033410001,35,M,,125,PALMETTO,STREET,11221,323,BUSHWICK II (GROUPS B & D),7/18/19,BROOKLYN,300,both,both
307,473448,5540117,EQ03055,3043550001,809553,3,725,STANLEY AVENUE,BROOKLYN,6E,Standing Building,GC,OMO Completed,"2,000",8/4/25,0,8/22/25,,,FALSE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 2018,East New York-New Lots,725 STANLEY AVENUE,280,3043550001,5,M,,725,STANLEY,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
308,473529,5460441,EP01000,2022720119,989076,2,550,EAST 147 STREET,BRONX,4B,Standing Building,GC,No Access,50,7/10/24,0,1/21/25,,,TRUE,,,"apt #4b as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. apt #4b as per",Mott Haven-Port Morris,550 EAST 147 STREET,228,2022720119,3,M,EAST,550,147,STREET,10455,236,BETANCES VI,11/16/18,BRONX,155,both,both
309,473674,5509138,EP16653,3013730043,362393,3,208,ROCHESTER AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,"1,190",1/15/25,0,1/21/25,,,TRUE,,,"make fire exit door to west yard at public hall, 1st story self closing fire exit door to west yard at public hall, 1st story make all ne",Crown Heights (North),208 ROCHESTER AVENUE,1003,3013730043,4,M,,208,ROCHESTER,AVENUE,11213,1042,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
310,474054,5509137,EP16652,3013730043,362393,3,208,ROCHESTER AVENUE,BROOKLYN,2C,Standing Building,PLUMB,Other,0,1/15/25,0,,,,FALSE,,,"restore adequate heat for the apartment in the entire apartment located at apt 2c, 2nd story, 1st apartment from west at north nyc hpd emergency ope",Crown Heights (North),208 ROCHESTER AVENUE,1003,3013730043,4,M,,208,ROCHESTER,AVENUE,11213,1042,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
311,474076,5509334,EP16739,3043550001,808713,3,2150,LINDEN BOULEVARD,BROOKLYN,,Standing Building,GC,OMO Completed,"1,310",1/16/25,0,1/22/25,,,FALSE,,,"door repair make all necessary repairs to replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, co",East New York-New Lots,2150 LINDEN BOULEVARD,252,3043550001,1,,,2150,LINDEN,BOULEVARD,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
312,474102,5535043,EQ00280,1020120018,41704,1,135,WEST 143 STREET,MANHATTAN,1A,Standing Building,GC,OMO Completed,489,7/2/25,0,7/9/25,,,FALSE,,,"repair door at apt 1a nyc hpd emergency operations division  essential service work  at apt. 1a, 1st. story entrance door  install new s",Harlem (North),135 WEST 143 STREET,1071,1020120018,24,M,WEST,135,143,STREET,10030,1110,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
313,474251,5535541,EQ00627,3035120051,301925,3,32,GRAFTON STREET,BROOKLYN,2B,Standing Building,GC,,295,7/7/25,0,7/9/25,,,FALSE,,,apt door install hinges to make door self-closing at (2b entrance door). total doors= (1) contractor must contact hpd @ 212 863-5496; 5976; 6046,Brownsville,32 GRAFTON STREET,625,3035120051,1,M,,32,GRAFTON,STREET,11212,664,HOWARD AVENUE,11/28/23,BROOKLYN,150,both,both
314,474491,5504971,EP14953,4160020001,811183,4,434,BEACH 58 STREET,QUEENS,4C,Standing Building,GC,OMO Completed,"2,000",12/21/24,0,1/2/25,,,FALSE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 2018,Rockaway Beach-Arverne-Edgemere,434 BEACH 58 STREET,979,4160020001,24,M,,434,BEACH 58,STREET,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
315,474688,5535218,EQ00400,1020120003,3604,1,2465,ADAM C POWELL BOULEVARD,MANHATTAN,,Standing Building,GC,,977,7/3/25,0,7/24/25,,,FALSE,,,repair vestibule door and compactor shute door nyc hpd emergency operations division  essential service work,Harlem (North),2465 ADAM C POWELL BOULEVARD,1062,1020120003,17,M,,2465,ADAM C POWELL,BOULEVARD,10030,1101,SAMUEL (CITY),9/26/24,MANHATTAN,664,both,both
316,474707,5535282,EQ00444,3013730054,376476,3,1511,STERLING PLACE,BROOKLYN,,Standing Building,GC,,"1,274",7/3/25,0,7/10/25,,,FALSE,,,make all necessary repairs at bulkhead door 1) at bulkhead door...make all necessary repairs tomake door self closing and latching..replace defectiv,Crown Heights (North),1511 STERLING PLACE,1144,3013730054,4,M,,1511,STERLING,PLACE,11213,1183,STERLING PLACE REHABS (SAINT JOHNS-STERLING),11/28/23,BROOKLYN,83,both,both
317,474976,5497297,EP12907,3043930001,809923,3,190,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,"1,653",11/20/24,0,11/26/24,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at building entrance door, at public hall 1st story. repair door to adhere to loca",East New York-New Lots,190 WORTMAN AVENUE,879,3043930001,10,M,,190,WORTMAN,AVENUE,11207,918,LINDEN,12/28/21,BROOKLYN,1586,both,both
318,474999,5503428,EP14556,3043550001,809351,3,807,SCHENCK AVENUE,BROOKLYN,5D,Standing Building,GC,Owner Refused Access,"2,180",12/13/24,0,12/24/24,,,TRUE,,,"defective door at apt 5d replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with self-cl",East New York-New Lots,807 SCHENCK AVENUE,279,3043550001,4,M,,807,SCHENCK,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
