,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open
5361,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,16357247,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2023-11-02,2023-11-02,12/04/2023,11/29/2023,,,,550.0,8714905.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS IN THE KITCHEN LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2023-11-03,20.0,DEFECT LETTER ISSUED,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,703.0
5362,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,16673556,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2024-02-14,2024-02-14,03/05/2024,02/29/2024,,,03/05/2024,536.0,8944199.0,"§ 27-2005, 2007 ADM CODE REMOVE DEVICE PREVENTING DOOR FROM BEING SELF-CLOSING WOOD WEDGES AT DOOR LEADING TO STAIRWAY. AT PUBLIC HALL, 1st STORY",2024-02-15,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2024,2024.0,2025-10-06,599.0
5363,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,16733254,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2024-03-06,2024-03-12,04/01/2024,03/27/2024,,,04/01/2024,536.0,8985429.0,"§ 27-2005, 2007 ADM CODE REMOVE DEVICE PREVENTING DOOR FROM BEING SELF-CLOSING STONE BLOCK AT COURT ENTRANCE DOOR LEADING TO PUBLIC HALL , 1st STORY",2024-03-13,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2024,2024.0,2025-10-06,572.0
5364,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,16733255,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2024-03-06,2024-03-12,04/01/2024,03/27/2024,,,04/01/2024,530.0,8985429.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE THE DOOR AT COURT ENTRANCE LEADING TO PUBLIC HALL , 1st STORY",2024-03-13,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2024,2024.0,2025-10-06,548.0
5367,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,17071080,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2024-06-20,2024-06-21,07/13/2024,07/08/2024,,,07/15/2024,530.0,9217645.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE CLOSER ARM AT BUILDING ENTRANCE , 1st STORY",2024-06-24,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2024,2024.0,2025-10-06,445.0
5370,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,16357245,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2023-11-02,2023-11-02,12/04/2023,11/29/2023,,,06/27/2024,550.0,8714905.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING AND ALL WALLS IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2023-11-03,20.0,DEFECT LETTER ISSUED,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,703.0
5371,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,16357250,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2023-11-02,2023-11-02,12/04/2023,11/29/2023,,,,550.0,8714905.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2023-11-03,20.0,DEFECT LETTER ISSUED,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,703.0
5374,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,16743617,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,B,2024-03-14,2024-03-14,05/03/2024,04/19/2024,,,04/02/2024,502.0,8989157.0,§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE THE FIRE RETARDANT CEILINGS OVER STAIRS ALL STORIES AT PUBLIC HALL STAIRS,2024-03-15,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2024,2024.0,2025-10-06,546.0
5376,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,17071117,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2024-06-20,2024-06-21,07/13/2024,07/08/2024,,,07/15/2024,530.0,9217645.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE (CLOSER ARM) AT PUBLIC HALL, 2nd STORY",2024-06-24,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2024,2024.0,2025-10-06,445.0
5377,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,17071123,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2024-06-20,2024-06-21,07/13/2024,07/08/2024,,,07/15/2024,530.0,9217645.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE CLOSER ARM AT PUBLIC HALL, 3rd STORY",2024-06-24,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2024,2024.0,2025-10-06,445.0
5381,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,1961.0,SCHIEFFELIN AVENUE,1961 SCHIEFFELIN AVENUE,17071101,806906,228740.0,2,1961,1961,1965,SCHIEFFELIN AVENUE,C,2024-06-20,2024-06-21,07/13/2024,07/08/2024,,,07/15/2024,530.0,9217645.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE CLOSER ARM AT PUBLIC HALL, 1st STORY",2024-06-24,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2024,2024.0,2025-10-06,445.0
5385,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,1173.0,229 DRIVE NORTH,1173 229 DRIVE NORTH,16366625,807146,228728.0,2,1173,1173,1173,229 DRIVE NORTH,C,2023-11-08,2023-11-08,11/22/2023,11/15/2023,,,,672.0,8723014.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM AT PUBLIC HALL,2023-11-09,28.0,INVALID CERTIFICATION,2023-11-17,Original,Open,N,2023,2023.0,2025-10-06,697.0
5389,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,1173.0,229 DRIVE NORTH,1173 229 DRIVE NORTH,16578315,807146,228728.0,2,1173,1173,1173,229 DRIVE NORTH,C,2024-01-09,2024-01-09,01/29/2024,01/24/2024,,,,530.0,8885289.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE FIRE DOOR TO STAIRS AT PUBLIC HALL, 1st STORY",2024-01-10,2.0,NOV SENT OUT,2024-01-10,Original,Open,N,2024,2024.0,2025-10-06,635.0
5408,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,1173.0,229 DRIVE NORTH,1173 229 DRIVE NORTH,17198946,807146,228728.0,2,1173,1173,1173,229 DRIVE NORTH,C,2024-08-16,2024-08-16,09/07/2024,09/02/2024,,,08/28/2024,536.0,9296768.0,"§ 27-2005, 2007 ADM CODE REMOVE DEVICE PREVENTING DOOR FROM BEING SELF-CLOSING METAL WIRE AT STAIRCASE ''A'' DOOR LEADING TO PUBLIC HALL AT PUBLIC HALL STAIRS, 2nd STORY",2024-08-19,21.0,NOT COMPLIED WITH,2024-09-06,Original,Open,N,2024,2024.0,2025-10-06,413.0
5412,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,17198998,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,C,2024-08-16,2024-08-16,09/07/2024,09/02/2024,,,08/28/2024,530.0,9296764.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE THE COURT ENTRANCE DOOR LEADING TO PUBLIC HALL , 1st STORY",2024-08-19,8.0,FALSE CERTIFICATION,2024-09-03,Original,Open,N,2024,2024.0,2025-10-06,413.0
5414,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,16728663,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,B,2024-03-08,2024-03-08,04/29/2024,04/15/2024,,,,508.0,8981764.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ...AT CEILING AND SOUTH WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 6F, 6th STORY, 4th APARTMENT FROM SOUTH AT WEST",2024-03-11,21.0,NOT COMPLIED WITH,2024-06-24,Original,Open,N,2024,2024.0,2025-10-06,574.0
5417,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,16728661,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,B,2024-03-08,2024-03-08,04/29/2024,04/15/2024,,,,508.0,8981764.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ...AT NORTH WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 6F, 6th STORY, 4th APARTMENT FROM SOUTH AT WEST",2024-03-11,21.0,NOT COMPLIED WITH,2024-06-24,Original,Open,N,2024,2024.0,2025-10-06,574.0
5418,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,16728662,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,B,2024-03-08,2024-03-08,04/29/2024,04/15/2024,,,,508.0,8981764.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ...AT WEST,SOUTH WALLS AND CEILING. IN THE KITCHEN LOCATED AT APT 6F, 6th STORY, 4th APARTMENT FROM SOUTH AT WEST",2024-03-11,21.0,NOT COMPLIED WITH,2024-06-24,Original,Open,N,2024,2024.0,2025-10-06,574.0
5429,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,17241370,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,C,2024-08-29,2024-09-03,09/17/2024,09/10/2024,,,09/12/2024,501.0,9320365.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ELCTROMAGNETIC LOCK AT BUILDING ENTRANCE DOOR , 1st STORY",2024-09-04,21.0,NOT COMPLIED WITH,2024-10-10,Original,Open,N,2024,2024.0,2025-10-06,397.0
5439,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,16957258,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,C,2024-05-08,2024-05-08,06/09/2024,06/04/2024,,,06/03/2024,568.0,9151300.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-05-09,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2024-07-01,Original,Open,N,2024,2024.0,2025-10-06,515.0
5440,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,17241369,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,C,2024-08-29,2024-09-03,09/23/2024,09/18/2024,,,09/12/2024,530.0,9320366.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH , 1st STORY",2024-09-04,21.0,NOT COMPLIED WITH,2024-09-20,Original,Open,N,2024,2024.0,2025-10-06,397.0
5441,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,17241375,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,A,2024-08-29,2024-09-03,12/22/2024,12/08/2024,,,09/06/2024,778.0,9320363.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2024-09-04,21.0,NOT COMPLIED WITH,2024-09-12,Original,Open,N,2024,2024.0,2025-10-06,397.0
5455,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,1159.0,229 DRIVE NORTH,1159 229 DRIVE NORTH,16957259,807145,228723.0,2,1159,1159,1161,229 DRIVE NORTH,C,2024-05-08,2024-05-08,06/09/2024,06/04/2024,,,06/03/2024,569.0,9151300.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-05-09,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2024-07-01,Original,Open,N,2024,2024.0,2025-10-06,515.0
5462,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005076,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,802.0,9180981.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR IN THE PRIVATE HALLWAY LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5463,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005079,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,A,2024-05-28,2024-05-29,09/16/2024,09/02/2024,,,,808.0,9180980.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR CEILING AND ALL WALLS IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5464,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005072,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,807.0,9180981.0,"§ 27-2005 ADMIN. CODE: REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING AND EAST WALL IN THE 4th ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5465,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005073,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,808.0,9180981.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT CEILING AND ALL WALLS IN THE 4th ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5466,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005077,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,809.0,9180981.0,"§ 27-2005 ADMIN. CODE: PROPERLY SECURE THE LOOSE SCUTTLE LADDER IN THE PRIVATE HALLWAY LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5467,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005078,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,807.0,9180981.0,"§ 27-2005 ADMIN. CODE: REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5469,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005074,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,A,2024-05-28,2024-05-29,09/16/2024,09/02/2024,,,,802.0,9180980.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR IN THE 4th ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5470,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005075,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,A,2024-05-28,2024-05-29,09/16/2024,09/02/2024,,,,808.0,9180980.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR CEILING AND ALL WALLS IN THE 4th ROOM FROM NORTH AT WEST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5471,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005080,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,807.0,9180981.0,"§ 27-2005 ADMIN. CODE: REPAIR THE ROOF SO THAT IT WILL NOT LEAK CEILING AND NORTH WALL IN THE KITCHEN LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5472,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005081,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,802.0,9180981.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR IN THE KITCHEN LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5473,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005082,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,A,2024-05-28,2024-05-29,09/16/2024,09/02/2024,,,,801.0,9180980.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MECHANICAL VENTILATION AT EAST IN THE KITCHEN LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5474,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005083,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,807.0,9180981.0,"§ 27-2005 ADMIN. CODE: REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING AND WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5475,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005085,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,808.0,9180981.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR CEILING AND ALL WALLS IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5478,FENIMORE-LEFFERTS,BROOKLYN,36,11/28/23,338 LEFFERTS AVENUE,338.0,LEFFERTS AVENUE,338 LEFFERTS AVENUE,17005084,323516,824504.0,3,338,338,338,LEFFERTS AVENUE,B,2024-05-28,2024-05-29,07/18/2024,07/04/2024,,,,808.0,9180981.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR CEILING AND WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-05-30,2.0,NOV SENT OUT,2024-05-30,Original,Open,N,2024,2024.0,2025-10-06,494.0
5502,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,320 MILLER AVENUE,320.0,MILLER AVENUE,320 MILLER AVENUE,16733089,808855,389894.0,3,320,320,320,MILLER AVENUE,B,2024-03-06,2024-03-12,05/01/2024,04/17/2024,,,,501.0,8985504.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LATCH SET AT FIRE DOOR LEADING TO EAST AT PUBLIC HALL, 1st STORY",2024-03-13,19.0,VIOLATION CLOSED,2025-08-08,Original,Close,N,2024,2024.0,2025-10-06,513.0
5504,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,320 MILLER AVENUE,320.0,MILLER AVENUE,320 MILLER AVENUE,16325788,808855,389894.0,3,320,320,320,MILLER AVENUE,B,2023-10-18,2023-10-23,12/12/2023,11/28/2023,,,,702.0,8699456.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, APARTMENT AT WEST",2023-10-24,19.0,VIOLATION CLOSED,2024-12-16,Original,Close,N,2023,2023.0,2025-10-06,419.0
5505,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,320 MILLER AVENUE,320.0,MILLER AVENUE,320 MILLER AVENUE,16325789,808855,389894.0,3,320,320,320,MILLER AVENUE,B,2023-10-18,2023-10-23,12/12/2023,11/28/2023,,,,1503.0,8699456.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, APARTMENT AT WEST",2023-10-24,19.0,VIOLATION CLOSED,2024-12-16,Original,Close,N,2023,2023.0,2025-10-06,419.0
